Order_ID,Order_Date,Product,Region,Units_Sold,Unit_Price,Customer_Rating,Total_Revenue
ORD1443,2025-03-19,Tablet,South,3,150,3.5,450
ORD1444,2025-03-20,Headphones,South,13,800,4.0,10400
ORD1445,2025-03-21,Smartwatch,West,3,300,3.5,900
ORD1446,2025-03-22,Tablet,East,4,300,4.0,1200
ORD1447,2025-03-23,Laptop,South,13,800,5.0,10400
ORD1448,2025-03-24,Laptop,West,12,800,5.0,9600
ORD1449,2025-03-25,Smartphone,South,2,150,5.0,300
ORD1450,2025-03-26,Tablet,North,2,800,5.0,1600
ORD1451,2025-03-27,Smartwatch,South,1,150,4.0,150
ORD1452,2025-03-28,Headphones,South,5,150,4.5,750
ORD1453,2025-03-29,Headphones,East,4,800,4.0,3200
ORD1454,2025-03-30,Smartwatch,West,11,500,3.5,5500
ORD1455,2025-03-31,Smartphone,East,10,500,5.0,5000
ORD1456,2025-04-01,Headphones,East,2,150,5.0,300
ORD1457,2025-04-02,Tablet,East,3,800,3.5,2400
ORD1458,2025-04-03,Smartphone,East,7,500,4.0,3500
ORD1459,2025-04-04,Tablet,East,7,800,4.5,5600
ORD1460,2025-04-05,Laptop,South,12,800,4.5,9600
ORD1461,2025-04-06,Smartphone,East,4,800,3.5,3200
ORD1462,2025-04-07,Headphones,East,5,80,4.5,400
ORD1463,2025-04-08,Smartphone,West,5,800,4.0,4000
ORD1464,2025-04-09,Smartphone,North,6,80,4.0,480
ORD1465,2025-04-10,Smartphone,South,14,150,3.5,2100
ORD1466,2025-04-11,Smartphone,South,9,500,4.0,4500
ORD1467,2025-04-12,Tablet,South,2,500,5.0,1000
ORD1468,2025-04-13,Laptop,East,5,500,3.5,2500
ORD1469,2025-04-14,Smartwatch,East,12,500,4.0,6000
ORD1470,2025-04-15,Smartphone,East,3,500,3.5,1500
ORD1471,2025-04-16,Headphones,West,4,500,4.5,2000
ORD1472,2025-04-17,Smartphone,North,10,500,4.0,5000
ORD1473,2025-04-18,Headphones,East,6,150,5.0,900
ORD1474,2025-04-19,Tablet,North,12,800,4.0,9600
ORD1475,2025-04-20,Headphones,West,8,300,3.5,2400
ORD1476,2025-04-21,Smartwatch,South,1,80,3.5,80
ORD1477,2025-04-22,Laptop,East,10,300,4.0,3000
ORD1478,2025-04-23,Headphones,North,14,300,5.0,4200
ORD1479,2025-04-24,Headphones,North,8,800,5.0,6400
ORD1480,2025-04-25,Laptop,East,11,800,5.0,8800
ORD1481,2025-04-26,Smartwatch,South,14,800,3.5,11200
ORD1482,2025-04-27,Smartphone,South,7,500,4.0,3500
ORD1483,2025-04-28,Headphones,South,1,150,4.5,150
ORD1484,2025-04-29,Laptop,West,2,500,3.5,1000
ORD1485,2025-04-30,Tablet,North,3,150,5.0,450
ORD1486,2025-05-01,Laptop,North,1,150,4.0,150
ORD1487,2025-05-02,Tablet,North,14,300,5.0,4200
ORD1488,2025-05-03,Smartwatch,West,9,300,4.5,2700
ORD1489,2025-05-04,Smartphone,North,8,150,5.0,1200
ORD1490,2025-05-05,Laptop,West,2,150,5.0,300
ORD1491,2025-05-06,Headphones,South,13,500,4.5,6500
ORD1492,2025-05-07,Smartwatch,East,9,500,4.0,4500
ORD1493,2025-05-08,Laptop,North,7,300,3.5,2100
ORD1494,2025-05-09,Headphones,North,9,800,4.0,7200
ORD1495,2025-05-10,Laptop,South,6,150,4.5,900
ORD1496,2025-05-11,Tablet,East,6,500,5.0,3000
ORD1497,2025-05-12,Laptop,West,11,300,4.0,3300
ORD1498,2025-05-13,Laptop,East,14,500,3.5,7000
ORD1499,2025-05-14,Laptop,South,4,150,4.5,600
